text,class
"@The_OJSimpson32 You know what else is crazy is when a murderer has to play the race card to get off &amp; even though everyone knows he did it, he claims he’s going to find the “real” killers.   #Murderer 🔪🔪",0
@ICC #ShameOnICC Now plz stop it...,0
"I appeal to all doctors in #WestBengal and throughout country, to return to work, as only poor people suffering, I assure I shall fight against Bengal Govt and Central govt for better security 2doctors! #DoctorsFightBack #savethedoctors Indian Medical Association #PrannoyRoy",0
"If all remaining get washed :   NZ - 12  Ind - 11  Eng - 10  Aus - 10  WI - 9  SL - 9  Pak - 9  Bang - 8   SA - 6  Afg - 6  Semi Final  Aus vs NZ  (If rain continues), NZ  Eng vs Ind  (If rain continues), Ind  Final  Ind vs NZ  (If rain continues), NZ - India will win jointly 🤣🤣. #ShameOnICC",0
What a honorable noble human being huh . #douchebag https://t.co/wlXSvtRPGh,0
"@sianoresist A beautiful jail cell with a beautiful notepad to write beautiful love letters to Putin, Lil Rocket Man, Xi, and MBS..oh yeah and a big beautiful painted mural of John McCain and Robert Mueller on his cell walls!    #FuckTrump",0
@realDonaldTrump Russian elected twit is #PutinsPuppet #TrumpIsATraitor https://t.co/8BHnUobBlE,0
Oak Tree Given To #IdiotTrump By# Macron Dies Under Mysterious Circumstances https://t.co/GPhQL0PZvg,0
HUMP DAY #9   @Unite2020 #FUCKTRUMP #VoteBlueNoMatterWho   @SoZooMe1   @LittleItalyPic   @CJ_isnowblue   @TerriDF   @umacoopa1   @fuckthewall2019 💩🤣  @ras4800   @heyjude831   @moonyeensghost   @donnaleeforte   @JimMick67  @TweetFiction   @SpacialK3   @Barbara27Morris   @candynorthgirl https://t.co/BEl6AI65kf,0
#FuckTrump and his Birthday https://t.co/DmJBHyp9fi,0
"Think about that guy, who had planned a trip to UK from India just to watch #IndVsNz , told all his friends about it, spent 3 lakh rupees on everything just to experience the same old rain.  #ShameOnICC",0
@gainedgod Ex army men &amp; Tory MPs Rory Stewart &amp; Tobias Ellewood shudder at the thought of Boris as Pm in the year of the 75th anniversary of Dday. I wonder why! #whereswally #boris #BorisJohnsonShouldNotBePM #cowardsfollowcowards #absentfathers https://t.co/SqsLMyRO9O,0
@RealDeanCain It's pretty pathetic to have a social media acct dedicated to hating someone. 🙄 Ironic those people chanting things like #LoveTrumpsHate #LoveISLove are the same ones who say #FuckTrump. Hypocrites.,0
“The One” who Slays Aussies 🏏 @SDhawan25     #INDvAUS #CWC2019 #cwc19  #DhoniKeepsTheGlove,0
"@ConnorAves #murderer, think of it’s family!!!!",0
@realDonaldTrump @USArmy Happy John McCain Day Cadet Bonespurs! #JohnMcCainDay #TrumpIsATraitor,0
@realDonaldTrump Has she gone looking for any remaining fragments of her soul? #Trump #TrumpIsATraitor,0
@DevinCow @KimEGoldman Followed Ms. Goldman yesterday and blocked the #MURDERER yesterday. I've followed you since that bad boy sued you. Please follow me! https://t.co/K0dzRp5qEk,0
"@SenateGOP @realDonaldTrump Happy #JohnMcCainDay,  @SenateGOP!      #TrumpTheDraftDodger #McCainTrumpsBday #JohnMcCainAmericanHero #TrumpIsATraitor #JohnMcCainDay https://t.co/Ozqhp9i89e",0
1 Stop Fashion Women Kurta  @ Rs.199 (mrp-1107)    https://t.co/xX3qfYe1kb    More 1 Stop Fashion Offers    https://t.co/PtVllOwFv9    https://t.co/xX3qfYe1kb    #DoctorsFightBack #SaveBengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #JaiShreeRam #ModiForAll,0
"Kamala Harris’s plan to provide DREAMers a pathway to citizenship, explained #Resist #ResistTrump #FuckTrump https://t.co/WfsltWy6NJ",0
@GOP @realDonaldTrump 🇺🇸The best way to show your   commitment to real criminal justice   reform would be to get rid of the   criminal in the White House. NOW!    #TrumpIsATraitor  #DoSomethingGOP,0
@HuffPost FBI agents Struck and Paige were fired because they exercised freedom of speech speech #TrumpIsATraitor #45IsAcriminal #TrumpCrimeFamily #McConnellMustGo #McConnellChaoCorruption,0
Correct. Now is not the time for moderation. You cannot be moderate with your head inside the tiger's mouth. #FuckTrump https://t.co/IwEk3oZA1k,0
Like Seriously!!! This is what i literally tell my friends everyday!    #Health #water #hydrated #healthy #WorldBloodDonorDay #NBAFinals #FridayMotivation #FridayFeeling #ShameonICC #WeTheNorth #instagramdown #India #meme #SarcasmOnly https://t.co/t2FpSEY823,0
#stopboris #BorisJohnsonShouldNotBePM   #borisdoesnotrepresentme   #C4Debate   @chessmartinez     What an inspirational woman you are Francesca...    https://t.co/Dc592xcidO,0
A billion Cricket fans waited four years to watch how it rains in England and how the cricket grounds are becoming swimming pools  #ShameOnICC   #CWC19 https://t.co/2Q27mU6WAC,0
"#Chernobyl #ShameOnICC  Akimov: The turbine is going too slow for the test to deliver any valid results, &amp; If we add mor....  Dyatlov: https://t.co/2zMUCFKYbX",0
@FinancialXpress i appeal to all doctors through this channel ...    that   if you all are doing strike then do for years for all the responsible not for the common people who are helpless....    You all are second god .......    #DoctorsFightBack #DoctorsProtest #DoctorsStrike @MoHFW_INDIA,0
“Ron Goldman’s sister hails him as ‘hero’ in first interview since OJ Simpson trial” Source: https://t.co/MYxrFSPqqb #RonGoldman #KimGoldman #FredGoldman #NicoleBrownSimpson #OJ #OJSimpson #TheJuice #Murderer,0
@Gen_VKSingh @msdhoni @ICC I fully endorse You Sir.....     This is about our #NationalPride .......     I am of the Opinion #DhoniKeepsTheGlove,0
@realDonaldTrump Happy #JohnMcCainDay   #fucktrump   #AmericansForImpeachment,0
Trump's GOP allies privately cringe at dirt comments #Resist #ResistTrump #FuckTrump https://t.co/2wyFNQtdNY,0
If u r living today it's bcoz of doctors.. #Savethedoctors #DoctorsFightBack #MamataLosingControl @MamataOfficial .... https://t.co/Wf0F0WLBM8,0
Must Listen! I Stand With NRS https://t.co/hIRyPeDsCO via @YouTube #NRS #SAVEDOCTORS #India #NEWS #WestBengal #MamataLosingControl #DoctorsFightBack #DoctorsStrike #DoctorsProtest,0
Anderson Cooper: All of Trump's threats were about nothing #Resist #ResistTrump #FuckTrump https://t.co/4jKzZnKTh3,0
@ICC Have some sense 😂 Just creating issue out of nothing #DhoniKeepsTheGlove,0
#DhoniKeepTheGlove dear icc you may not know but that logo is not political nor religious it is a logo of a army regiment so ms dhoni did nothing wrong #DhoniKeepsTheGlove  icc please research on it,0
I knew the police wouldn’t do anything. So I am doing something. Feel how you will. I don’t care. Just be safe. His Twitter is beardedweirdness. Don’t kill him. #rapist #MeToo #becareful #arthurcampos,0
"@AprilDRyan He thinks that HE is the maligned one, just like Twitler. I will avoid that #murderer.",0
#ShameOnICC focuses on Ground instead of doing Glove issue. Already I paid for the ticket.😂 https://t.co/Nx5Hr69nuf,0
"@mipaltan #ShameOnICC this #CWC19 winner is the incredible , undisputed ,reigning , attacker ,the powerhitter the pain none other than the england rain @ICC @cricketworldcup @BCCI  @ECB_cricket @7polly7 @ABdeVilliers17 @ajaydevgn @ajinkyarahane88 @akshaykumar @amlahash @shahidkapoor https://t.co/OPAv3veGwz",0
@tedlieu @tricia_resists @KellyannePolls @realDonaldTrump #FireKellyanne #TrumpIsATraitor  #McCainsAHero #JohnMcCainDayJune14 and do not forget #PenceKnewEverything,0
Trump says Kim has 'kept his word' hours after Bolton said he hasn't #Resist #ResistTrump #FuckTrump https://t.co/2pK4D11eTh,0
Here are things you must know if you're Hindu.    #WorldBloodDonorDay #ShameOnICC #SaveBengal #FridayFeeling #SCOSummit2019 #MenInBlackReview #TheUnmissableMeeting #doctorsstrike #ENGvWI #spiritual #cultural #hindu #hinduism #ABrandNewDayOutNow https://t.co/rELbYCGpH3,0
"News is hard to take. I will hold  the belief, that no matter what it looks like- This President will be gone- somehow someway. My wish- WE WOULD SHOW HIS CORRUPTION ON TV- NOW - IN IMPEACHMENT HEARINGS.  PLEASE SOMEONE EXPLAIN to me why this isn't happening? #TrumpIsATraitor",0
@SweetFreedom29 @IbraheemSamirah @DLoesch Progressives like this fool love these kinds of weapons #Murderer,0
@YourStoryCo #ICCWorldCup2019 will turn out to be a swimming competition. #ShameOnICC,0
@4YrsToday @erichards24 HAPPY JOHN MC CAIN DAY! #fucktrump #trumpcolluded #lazysumbitch,0
Pete Buttigieg just gave his first foreign policy speech. He offered 5 clear proposals. #Resist #ResistTrump #FuckTrump https://t.co/fScveRX4Ms,0
Whats @Swamy39 priority in life?    #ModiJiPleaseInkoKaamDo     #AbortionIsMurder #INDvAUS #AUSvIND #INDvsAUS #DhoniKeepTheGlove #JusticeForTwinkleSharma #JusticeForFarishta #Bharat #FreePrashantNow #DhoniKeepsTheGlove #WestBengal #Tirupati #GabbarisBack #SachinOpensAgain #starc,0
"Chris Georgiou - Bojo in the House https://t.co/laVTmCEiQW via @YouTube check it out, absolutely brilliant! @larionDS #BorisJohnson #BoJo #BorisJohnsonShouldNotBePM",0
#DoctorsProtest #DoctorsStrike #DoctorStrike #DoctorsFightBack #DoctorsUnderOppression #Doctors     REMEMBER DR. KAFEEL KHAN FROM #UttarPradesh ❓    HE WAS JAILED BY @myogiadityanath GOVERNMENT‼️    #Doctors SHOULD HAVE FOUGHT BACK THEN TOO‼️    ANYTHING POLITICAL ABOUT IT ‼️❓ https://t.co/D9wy9wyEG9,0
@realDonaldTrump You are a crook and a national embarrassment.  #FUCKTRUMP  #impeach45  Happy #JohnMcCainDay,1
@Conservatives a 'Johnson' is slang for a penis. #Dickhead #NominativeDeterminism  #ToriesOut #PeoplesVote #Blindingobvious,1
Japanese internment camp all over again but with latinos kids!  This shit is going way too far now!!  Family separation has been upgraded!!! #FuckTrump #Bernie2020 #BernieSanders https://t.co/0BcRJVno0e,0
And what who are they going to gun down loser Trump in the WH? #dickhead https://t.co/DiJhvonXhv,0
Thats The Story Of Indian Batting....When Our Top-3 Clicks...We Dont Need Any Stable No.4...We Just Need Finishers🤩 #GermanyCheersForIndia #INDvAUS #ICCWorldCup2019 #AUSvIND #AusVsInd #Dhoni #DhoniKeepsTheGlove #Shikhar #Rohit #Kohli #pandya,0
#womensrights #humanrights #fucktrump  'U.S. court rules against #Trump administration in immigrant teen abortion case' - https://t.co/1JXH2TLgtE,0
"@realDonaldTrump “I was such an amazing quarterback in high school, that I can tell you. Watch these 50 year old videos...” 🙄    Dolt45 loves to prove over and over again what a PATHETIC LOSER he is. Can you please for one day show just a little bit of class?    #Douchebag",1
UAE investors hit as dodgy #halal firm #IMAJewels folds up in India https://t.co/Pk6ZWP7jOY #Imafraud #Imascam #Bengaluru #Ponzi #UAE #Halal,0
@GOP @realDonaldTrump I suppose he'll be celebrating his birthday at one of his golf properties on taxpayer money??    #TrumpIsATraitor   #ResignAndGiveAmericaAGift https://t.co/lKubflbFXw,0
"BCCI should recall team India back from ICC CWC, next day hi ICC would allow to play in army uniform #DhoniKeepsTheGlove",0
"@realDonaldTrump Glad to see her go, hate to watch her leave.    Who's up to replace her? Mad Dog Hate Speech Pirro?  #fucktrump #trump2020 https://t.co/GVgbgq845V",0
"Muchas Gracias a @DeUndine for thus great review of the #Spanish edition of my pool, The #Poet and the #murderer Lecturas de Undine: RESEÑA: 'LA POETA Y EL ASESINO', SIMON WORRALL #TrueCrime #Forgery  https://t.co/PfJIIfICrO",0
What's wrong there!??  Rain is interrupted @ England!  #shameonICC #ENGvWI #Rain    Can we see a complete match today?,0
If required boycott tournament. #DhoniKeepTheGlove #DhoniKeepsTheGlove #Dhoni,0
The Press is not the enemy of the people. #TrumpIsATraitor #JohnMcCainDayJune14th https://t.co/LDsUKmQfrk,0
"It is not a 'brand logo' that he is not put for money,  'it is its symbol of pride' #DhoniKeepsTheGlove https://t.co/u43fkvewpu",0
@JohnJHarwood Gag reflex kicking in. #TrumpIsATraitor,0
"Stand by the doctors , with the doctors.   They need support and world needs to interfere .  #UNO #DoctorsProtest #DoctorsFightBack",0
@realDonaldTrump @NCGOP #FuckTrump  I will never forget what you did to the #CentralParkFive!  Now known as the #ExoneratedFive https://t.co/hD7EXJiI2b,0
@JayneInnes With you there Councillor #BorisJohnsonShouldNotBePM,0
"The best part: India will host the 2023 Cricket World Cup. Just compare the   Grounds,   Spectators,   Advertisements,   Opening Ceremony,  Rain Management,  Schedule and Venues,  And the Fan Support.  That'll be enough to put the ECB to shame. #ShameOnICC #BCCI",0
Some of the GOP in Congress I find utterly disgusting. It’s almost impossible to listen to them try to justify fucked up trump. It’s really disheartening #FuckTrump #FuckTheGOP,1
@jaketapper And he looks like a bag of guts. #TrumpIsATraitor,0
"Makes sense, which is tragic. #TrumpisaCriminal #TrumpisaTraitor https://t.co/U9nk6Fmei2",0
"@pskumarangattu @AmitShah This man completely nailed Mamata, her politics and her hypocrisy. #DoctorsFightBack https://t.co/yvSI1nr5Zp",0
#DhoniKeepsTheGlove  We support Dhoni... It's pride of India...,0
@PastorelliGia who are these ppl replying to you and why are they annoying #fucktrump,0
I think word cup should be conducted by BCCI. ICC doesn't have enough funds to cover ground also😂😂  #ShameOnICC,0
@RepAdamSchiff Walk around Adam Shifty's #LA district and then tell me what kind of a politician he is. #douchebag,0
"#DoctorsFightBack | The incident happened on 10th and today is the 14th. What has been done? The hostels have been trespassed upon, the protestors have been threatened: Dr Swati, Media Representative, Resident Doctors Association, AIIMS https://t.co/58lt36RucK",0
"Trump is loyal only to Russia, Saudi Arabia, and himself. #TrumpIsATraitor #TrumpRussia #ImpeachmentInquiryNow #impeachTrump https://t.co/qEP29hgv2x",0
Doctors of #Khurda district headquarters hospital join all-India protest against violence on junior doctors in West Bengal by wearing black badges #DoctorsFightBack #DoctorsStrike #Odisha https://t.co/Ytj1BrYEAk,0
"This is a misconceived logic.     Supporting events are held in the backdrop of different spirit.    If all the teams start wearing such insignias to highlight their respective army’s sacrifices , the supporting grounds would become battle grounds.    #DhoniKeepsTheGlove https://t.co/BMqZ8NHki0",0
Disappointment Remains #ShameOnICC https://t.co/g5ou0TLN3I,0
#shameonicc from my childhood I didn't watched a rainy world cup session like this. Waited 4 years to watch this rainy #CWC19 cup will be shared by all the participant countries.,0
"#DhoniKeepsTheGlove Salute to the  Para Spl forces &amp; it's martyrs, thanks Dhoni for having the Balidan badge inUr gloves. 1.3billion Indians r paying their tribute to the Para spl forces with U. Hope good sense prevails on ICC, else it is known U pay the price for Ur own mistakes",0
"If the #US wanted war with #Iran, they had their pretexts for war long ago. America fears Iran’s ambitious military program, they know the consequences that will follow will be severe. The White House has really backed themselves in a tight corner on this one. #IdiotTrump",0
"The great thing about all the Nazis, right wingers, alt right types and the rest of the fascist maggots on Twitter is this: you can BLOCK them and UNFOLLOW them. It’s really makes me happy not to deal with or see their bullshit #fucktrump https://t.co/THhdCfKVEQ",1
@TheRealOJ32 Why are you on Twitter instead of out tracking down the REAL killer?    Ha ha ha!!!    #Murderer,0
IMA jewels grand opening at Jayanagar interview with CEO of IMA Group Mansoor Ali khan with Media Supporter #IMA  #IMAJewelsFraud #IMAJewels  #IMAScam #IMAFraud  #MansoorKhan #Bangalore https://t.co/jwIVO34fsR,0
More excited to see Dhoni's gloves than to watch Australia bat! #AUSvIND #WorldCup2019 #DhoniKeepsTheGlove????,0
The new world cup trophy.   #ShameOnICC . https://t.co/e1dly8r8En,0
"Country will remember you as a soldier first,than cricketer! @msdhoni   Are you serious ?  My vote - Yes   Buy Now: https://t.co/E17ZRV5zCV    #DhoniKeepTheGlove #DhoniKeepsTheGlove #DhoniKeSaathDesh #BalidaanBadge #BalidanBadge #Balidan https://t.co/K0PO3zgsu9",0
